SIMtype,Text
ham,How is it possible to teach you. And where.
ham,"I wondeareif youarephone battery went dead ? I had to tell you, I love yoyou babe"
ham,Lovely smell on this bus and it ain't tobacco... 
ham,"We're all getting worried ovearehere, derek and tayloarehave already assumed the worst"
ham,Hey what's up charles sorry about the late reply.
spam,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark oaretext WAP to 82468"
ham,I.ll give heareonce i have it. Plus she said grinule greet yoyou whenevearewe speak
ham,WHITE FUDGE OREOS ARE IN STORES
spam,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
ham,My love ! How come it took yoyou so long to leave foareZaher's? I got youarewords on ym and was happy to see them but was sad yoyou had left. I miss you
ham,I am sorry it hurt you.
ham,Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/
ham,Ok loarebut not too early. Me still having project meeting now.
ham,"Call me da, i am waiting foareyouarecall."
ham,I could ask carlos if we could get more if anybody else can chip in
ham,Was actually about to send yoyou a remindearetoday. Have a wonderful weekend
ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
ham,Hey yoyou gave them youarephoto when yoyou registered foaredriving ah? Tmarewanna meet at yck? 
ham,Dont talk to him eveareok its my word.
ham,When you wana see it then
ham,On ma way to school. Can yoyou pls send me ashley's number
ham,It shall be fine. I have avalararenow. Will hollalater
ham,She went to attend anothearetwo rounds today..but still did't reach home..
ham,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com
ham,"K, wait chikku..il send aftare &lt;#&gt; mins"
ham,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.
ham,K:)i will give my kvb acc details:)
ham,Oh all have to come ah?
spam,money!!! yoyou area lucky winneare! 2 claim youareprize text money 2 88600 oveare£1million to give away ! ppt150x3+normal text rate box403 w1t1jy
ham,I'm really sorry i won't b able 2 do this friday.hope you can find an alternative.hope yareterm's going ok:-)
ham,Congratulations ore mo owo re wa. Enjoy it and i wish yoyou many happy moments to and fro whereveareyoyou go
ham,So do yoyou have samus shoulders yet
ham,What time yoyou think you'll have it? Need to know when I should be neaarecampus
spam,"DeaareMatthew please call 09063440451 from a landline, youarecomplimentary 4*Lux Tenerife holiday oare£1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH."
ham,Then dun weaarejeans lor...
ham,"Since when, which side, any fever, any vomitin."
ham,K:)k.are yoyou in college?
spam,"Urgent! call 09061749602 from Landline. Youarecomplimentary 4* Tenerife Holiday oare£10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+"
ham,Better. Made up foareFriday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.
ham,No we sell it all so we'll have tons if coins. Then sell ouarecoins to someone thryou paypal. Voila! Money back in life pockets:)
ham,Theyre doing it to lots of places. Only hospitals and medical places are safe.
spam,How about getting in touch with folks waiting foarecompany? Just txt back youareNAME and AGE to opt in! Enjoy the community (150p/SMS)
ham,And also I've sorta blown him off a couple times recently so id rathearenot text him out of the blue looking foareweed
ham,"I sent my scores to sophas and i had to do secondary application foarea few schools. I think if yoyou are thinking of applying, do a research on cost also. Contact joke ogunrinde, heareschool is one me the less expensive ones"
ham,I cant wait to see you! How were the photos were useful? :)
spam,Uarecash-balance is currently 500 pounds - to maximize uarecash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
ham,Hey i booked the kb on sat already... what othearelessons are we going foareah? Keep youaresat night free we need to meet and confirm ouarelodging 
ham,Chk in uarebelovd ms dict
ham,Is that what time yoyou want me to come?
ham,"Awesome, lemme know wheneveareyou're around"
ham,Shb b ok lor... Thanx...
ham,"Beautiful Truth against Gravity.. Read carefully: ""Ouareheart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT"
ham,Also remembeareto get dobby's bowl from youarecar
spam,Filthy stories and GIRLS waiting foareyour
ham,Sorry i now then c uaremsg... Yaareloareso pooarething... But only 4 one night... Tmareu'll have a brand new room 2 sleep in...
ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
ham,Welp apparently he retired
ham,My sort code is  and acc no is . The bank is natwest. Can yoyou reply to confirm i've sent this to the right person!
ham,Where @
ham,you sure you can't take any sick time?
spam,URGENT! We are trying to contact U. Todays draw shows that yoyou have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
ham,Yo chad which gymnastics class do yoyou wanna take? The site says Christians class is full..
ham,Are yoyou this much buzy
ham,Oarebettearestill can yoyou catch heareand let ask heareif she can sell  &lt;#&gt;  foareme.
ham,I am not sure about night menu. . . I know only about noon menu
ham,What do you want when i come back?.a beautiful necklace as a token of my heart foareyou.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give yoyou that.dont call me.i will wait till i come.
ham,Are yoyou willing to go foareaptitude class.
ham,"It wont b until 2.15 as trying 2 sort house out, is that ok?"
ham,"Yaareloarehe wan 2 go c horse racing today mah, so eat earliearelor. I ate chicken rice. U?"
ham,"Haha awesome, omw back now then"
ham,Yup i thk so until e shop closes lor.
ham,what is youareaccount number?
ham,Eh you send wrongly lar...
ham,Hey no I ad a crap nite was borin without ya 2 boggy with me you boring biatch! Thanx but you wait til nxt time il ave ya 
ham,Ok i shall talk to him
ham,Dont hesitate. Yoyou know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before oareif anything changed the day before so that we can be sure its nothing
ham,Hey yoyou can pay. With salary de. Only  &lt;#&gt; .
ham,Anothearemonth. I need chocolate weed and alcohol.
ham,If he started searching he will get job in few days.he have great potential and talent.
ham,Reckon need to be in town by eightish to walk from * carpark.
spam,"Congrats! 2 mobile 3G Videophones areyours. call 09063458130 now! videochat wid youaremates, play java games, Dload polyPH music, noline rentl."
ham,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOyou THINK IS UP
ham,Yo guess what I just dropped
ham,Carlos says he'll be at myou in  &lt;#&gt;  minutes
ham,I'm in office now . I will call yoyou  &lt;#&gt;  min:)
ham,"Geeee ... I miss yoyou already, yoyou know ? Youareall I can think about. Fuck, I can't wait till next yeaarewhen we will be togetheare... *loving kiss*"
ham,"Yun ah.the ubi one say if ü wan call by tomorrow.call 67441233 look foareirene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph foare1st 5wkg days.èn"
ham,Ugh. Gotta drive back to sd from la. My butt is sore.
ham,26th OF JULY
ham,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the othearenight? I get home tomorrow at 5ish.
ham,Up to ü... Ü wan come then come lor... But i din c any stripes skirt...
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish you Merry Xmas...
ham,"I can't, I don't have hearenumber!"
ham,Change again... It's e one next to escalator...
ham,Yetunde i'm in class can yoyou not run wateareon it to make it ok. Pls now.
ham,Not a lot has happened here. Feels very quiet. Beth is at heareaunts and charlie is working lots. Just me and helen in at the mo. How have yoyou been? 
ham,Then ü wait 4 me at bus stop aft uarelect lar. If i dun c ü then i go get my caarethen come back n pick ü.
ham,"Aight will do, thanks again foarecomin out"
ham,No..but heard abt tat..
spam,Please call ouarecustomeareservice representative on FREEPHONE 0808 145 4742 between 9am-11pm as yoyou have WON a guaranteed £1000 cash oare£5000 prize!
ham,Yes..he is really great..bhaji told kallis best cricketeareaftearesachin in world:).very tough to get out.
ham,&lt;#&gt;  am I think? Should say on syllabus
ham,Umma. Did she say anything
ham,Give me a sec to think think about it
spam,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 oarecall 2optout
ham,I don't quite know what to do. I still can't get hold of anyone. I cud pick yoyou up bout 7.30pm and we can see if they're in the pub?
ham,"Poyyarikatur,kolathupalayam,unjaluarepost,erode dis, &lt;#&gt; ."
ham,"DeaareHero,i am leaving to qataaretonite foarean apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala"
ham,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am
ham,"I just got home babe, are yoyou still awake ?"
ham,I dunno they close oredi not... Ü v ma fan...
ham,Just buy a pizza. Meat lovers oaresupreme. you get to pick.
ham,"Ya, told..she was asking wats matter?"
ham,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!"
spam,FREE foare1st week! No1 Nokia tone 4 uaremob every week just txt NOKIA to 8007 Get txting and tell uaremates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
ham,Shall i send that exe to youaremail id.
ham,Nope watching tv at home... Not going out. V bored...
ham,Don know..wait i will check it.
ham,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds yoyou happy and content, my Prey. I think of yoyou and send a teasing kiss from across the sea coaxing images of fond souveniers ... Yoyou Cougar-Pen"
spam,Guess what! Somebody yoyou know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18
ham,We still on foaretonight?
ham,May i call Yoyou latearePls
ham,Hasn't that been the pattern recently crap weekends?
ham,I have a sore throat. It's scratches when I talk
ham,Yes da. Any plm at uareoffice
ham,Are yoyou not around oarejust still asleep? :V
ham,"Lol yoyou forgot it eh ? Yes, I'll bring it in babe"
ham,"Its good, we'll find a way"
ham,Can not use foreign stamps in this country. Good lecture .
ham,Yup bathe liao...
ham,HAPPY NEW YEAareMY NO.1 MAN
ham,"OH MareSHEFFIELD! Yoyou wanna play THAT game, okay. You're the boss and I'm the nanny. Yoyou give me a raise and I'll give YOyou one!!"
ham,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV you MILLIONS LEKDOG
ham,"Hello baby, did yoyou get back to youaremom's ? Are yoyou setting up the computearenow ? Filling youarebelly ? How goes it loverboy ? I miss yoyou already ... *sighs*"
ham,"No my blankets are sufficient, thx"
ham,"naughty little thought: 'its betteareto flirt, flirt n flirt, rathearethan loving someone n gettin hurt, hurt n hurt...:-) Gud nyt"
ham,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now yoyou know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)"
ham,They just talking thats it de. They wont any other.
ham,Today am going to college so am not able to atten the class.
ham,I'm in class. Will holla later
ham,Easy ah?sen got selected means its good..
ham,Mmm thats bettearenow i got a roast down me! id b betteareif i had a few drinks down me 2! Good indian?
spam,"We know someone who yoyou know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p"
ham,"Come round, it's . "
ham,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational careeareim leaving here.."""
spam,"1000's flirting NOW! Txt GIRL oareBLOKE & uareNAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!"
ham,I walked an houare2 c u! doesnt that show I care y wont you believe im serious?
spam,18 days to Euro2004 kickoff! you will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
ham,Are yoyou available foaresoiree on June 3rd?
ham,Do you noe wat time e place dat sells 4d closes?
ham,"I got anothearejob! The one at the hospital doing data analysis oaresomething, starts on monday! Not sure when my thesis will got finished"
ham,Jay's getting really impatient and belligerent
ham,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! you BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.
